date,species,trap,addressnumberandstreet,latitude,longitude,nummosquitos,wnvpresent
2007-05-29,PIPIENS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,1,0
2007-05-29,PIPIENS/RESTUANS,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,1,0
2007-05-29,RESTUANS,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,2,0
2007-05-29,PIPIENS/RESTUANS,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,1,0
2007-05-29,PIPIENS/RESTUANS,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,1,0
2007-05-29,RESTUANS,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,1,0
2007-05-29,RESTUANS,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,1,0
2007-06-05,PIPIENS/RESTUANS,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,3,0
2007-06-05,RESTUANS,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,5,0
2007-06-05,PIPIENS,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,1,0
2007-06-05,PIPIENS/RESTUANS,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,1,0
2007-06-05,RESTUANS,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,2,0
2007-06-05,PIPIENS/RESTUANS,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,1,0
2007-06-05,RESTUANS,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,2,0
2007-06-05,PIPIENS,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,1,0
2007-06-05,RESTUANS,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,1,0
2007-06-05,PIPIENS/RESTUANS,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,1,0
2007-06-05,RESTUANS,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,1,0
2007-06-05,PIPIENS,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,2,0
2007-06-05,RESTUANS,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,2,0
2007-06-05,PIPIENS/RESTUANS,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,1,0
2007-06-05,RESTUANS,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,1,0
2007-06-05,RESTUANS,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,3,0
2007-06-05,RESTUANS,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,4,0
2007-06-05,PIPIENS/RESTUANS,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,2,0
2007-06-05,PIPIENS/RESTUANS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,1,0
2007-06-05,RESTUANS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,1,0
2007-06-05,PIPIENS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,1,0
2007-06-05,PIPIENS/RESTUANS,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,2,0
2007-06-05,RESTUANS,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,9,0
2007-06-05,RESTUANS,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,3,0
2007-06-05,RESTUANS,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,1,0
2007-06-05,RESTUANS,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,2,0
2007-06-05,RESTUANS,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,1,0
2007-06-05,RESTUANS,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,1,0
2007-06-05,RESTUANS,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,1,0
2007-06-05,RESTUANS,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,1,0
2007-06-05,RESTUANS,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,2,0
2007-06-05,PIPIENS/RESTUANS,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,1,0
2007-06-05,RESTUANS,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,3,0
2007-06-05,RESTUANS,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,1,0
2007-06-05,PIPIENS/RESTUANS,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,1,0
2007-06-05,RESTUANS,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,7,0
2007-06-05,PIPIENS/RESTUANS,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,1,0
2007-06-05,PIPIENS/RESTUANS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,2,0
2007-06-05,RESTUANS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,4,0
2007-06-05,PIPIENS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,1,0
2007-06-05,PIPIENS/RESTUANS,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,1,0
2007-06-05,RESTUANS,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,2,0
2007-06-05,PIPIENS/RESTUANS,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,1,0
2007-06-05,RESTUANS,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,3,0
2007-06-05,RESTUANS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3,0
2007-06-05,PIPIENS/RESTUANS,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,1,0
2007-06-05,RESTUANS,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,2,0
2007-06-05,RESTUANS,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,1,0
2007-06-05,PIPIENS/RESTUANS,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,1,0
2007-06-05,RESTUANS,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,2,0
2007-06-05,PIPIENS/RESTUANS,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,1,0
2007-06-05,RESTUANS,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,10,0
2007-06-05,RESTUANS,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,1,0
2007-06-05,RESTUANS,T154,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,1,0
2007-06-05,PIPIENS/RESTUANS,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,3,0
2007-06-05,RESTUANS,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,8,0
2007-06-05,PIPIENS/RESTUANS,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725517,-87.614258,1,0
2007-06-05,PIPIENS/RESTUANS,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,2,0
2007-06-05,RESTUANS,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,1,0
2007-06-05,RESTUANS,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,1,0
2007-06-26,PIPIENS/RESTUANS,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,1,0
2007-06-26,RESTUANS,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,4,0
2007-06-26,SALINARIUS,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,1,0
2007-06-26,PIPIENS/RESTUANS,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,1,0
2007-06-26,RESTUANS,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,4,0
2007-06-26,RESTUANS,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,1,0
2007-06-26,PIPIENS/RESTUANS,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,1,0
2007-06-26,RESTUANS,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,1,0
2007-06-26,PIPIENS/RESTUANS,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,1,0
2007-06-26,RESTUANS,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,6,0
2007-06-26,PIPIENS/RESTUANS,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,2,0
2007-06-26,RESTUANS,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,1,0
2007-06-26,RESTUANS,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,1,0
2007-06-26,PIPIENS/RESTUANS,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,1,0
2007-06-26,PIPIENS/RESTUANS,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,1,0
2007-06-26,RESTUANS,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,2,0
2007-06-26,RESTUANS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,5,0
2007-06-26,PIPIENS/RESTUANS,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,1,0
2007-06-26,RESTUANS,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,1,0
2007-06-26,PIPIENS/RESTUANS,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,1,0
2007-06-26,RESTUANS,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,1,0
2007-06-26,PIPIENS/RESTUANS,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,2,0
2007-06-26,RESTUANS,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,2,0
2007-06-26,PIPIENS/RESTUANS,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,2,0
2007-06-26,RESTUANS,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,4,0
2007-06-26,PIPIENS/RESTUANS,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,2,0
2007-06-26,RESTUANS,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,2,0
2007-06-26,RESTUANS,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,1,0
2007-06-26,PIPIENS/RESTUANS,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,1,0
2007-06-26,PIPIENS/RESTUANS,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,1,0
2007-06-26,RESTUANS,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,0
2007-06-26,PIPIENS/RESTUANS,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,2,0
2007-06-26,RESTUANS,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,3,0
2007-06-26,PIPIENS/RESTUANS,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,10,0
2007-06-26,RESTUANS,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,19,0
2007-06-26,PIPIENS,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,1,0
2007-06-26,PIPIENS/RESTUANS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,20,0
2007-06-26,RESTUANS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,25,0
2007-06-26,PIPIENS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,6,0
2007-06-26,PIPIENS/RESTUANS,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,1,0
2007-06-26,RESTUANS,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,3,0
2007-06-26,RESTUANS,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,4,0
2007-06-26,RESTUANS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,1,0
2007-06-26,RESTUANS,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,6,0
2007-06-26,RESTUANS,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,1,0
2007-06-26,RESTUANS,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,2,0
2007-06-26,PIPIENS/RESTUANS,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,3,0
2007-06-26,RESTUANS,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,6,0
2007-06-26,PIPIENS/RESTUANS,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,1,0
2007-06-26,RESTUANS,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,4,0
2007-06-26,RESTUANS,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,1,0
2007-06-26,PIPIENS/RESTUANS,T001,"4000  N TRIPP AVE, Chicago, IL",41.953705,-87.733974,1,0
2007-06-26,RESTUANS,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,2,0
2007-06-26,PIPIENS/RESTUANS,T006,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,1,0
2007-06-26,RESTUANS,T006,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,1,0
2007-06-26,RESTUANS,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,2,0
2007-06-26,PIPIENS/RESTUANS,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,2,0
2007-06-26,RESTUANS,T034,"2700  S WESTERN AVE, Chicago, IL",41.843811,-87.686763,1,0
2007-06-26,RESTUANS,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,1,0
2007-06-26,PIPIENS/RESTUANS,T040,"2100  S HAMLIN AVE, Chicago, IL",41.852652,-87.719887,5,0
2007-06-26,RESTUANS,T040,"2100  S HAMLIN AVE, Chicago, IL",41.852652,-87.719887,1,0
2007-06-26,RESTUANS,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,1,0
2007-06-26,PIPIENS/RESTUANS,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,1,0
2007-06-26,RESTUANS,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,1,0
2007-06-26,PIPIENS/RESTUANS,T051,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,1,0
2007-06-26,RESTUANS,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,2,0
2007-06-26,PIPIENS,T088,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.696293,1,0
2007-06-26,PIPIENS/RESTUANS,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,3,0
2007-06-26,RESTUANS,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,5,0
2007-06-26,RESTUANS,T219,"1800  W LELAND AVE, Chicago, IL",41.966987,-87.674677,1,0
2007-06-29,PIPIENS/RESTUANS,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,2,0
2007-06-29,PIPIENS/RESTUANS,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,1,0
2007-06-29,RESTUANS,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,2,0
2007-06-29,RESTUANS,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,2,0
2007-06-29,PIPIENS/RESTUANS,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,3,0
2007-06-29,RESTUANS,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,2,0
2007-06-29,PIPIENS,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,1,0
2007-06-29,PIPIENS/RESTUANS,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,1,0
2007-06-29,RESTUANS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,1,0
2007-06-29,RESTUANS,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,3,0
2007-06-29,PIPIENS/RESTUANS,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,2,0
2007-06-29,RESTUANS,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,2,0
2007-06-29,RESTUANS,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,1,0
2007-06-29,PIPIENS/RESTUANS,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,2,0
2007-06-29,PIPIENS/RESTUANS,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,2,0
2007-06-29,RESTUANS,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,1,0
2007-06-29,PIPIENS,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,1,0
2007-06-29,RESTUANS,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,2,0
2007-06-29,PIPIENS/RESTUANS,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,1,0
2007-06-29,RESTUANS,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,6,0
2007-06-29,PIPIENS,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,3,0
2007-06-29,RESTUANS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,3,0
2007-06-29,RESTUANS,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,1,0
2007-06-29,RESTUANS,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,1,0
2007-06-29,RESTUANS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,1,0
2007-06-29,RESTUANS,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,2,0
2007-06-29,RESTUANS,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,1,0
2007-06-29,PIPIENS/RESTUANS,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,1,0
2007-06-29,RESTUANS,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,5,0
2007-06-29,RESTUANS,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,6,0
2007-06-29,RESTUANS,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,5,0
2007-06-29,RESTUANS,T006,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,1,0
2007-06-29,PIPIENS/RESTUANS,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,1,0
2007-06-29,PIPIENS/RESTUANS,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,2,0
2007-06-29,RESTUANS,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,3,0
2007-06-29,PIPIENS/RESTUANS,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,1,0
2007-06-29,PIPIENS,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,1,0
2007-06-29,PIPIENS/RESTUANS,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,1,0
2007-06-29,RESTUANS,T014,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,1,0
2007-06-29,RESTUANS,T018,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214,1,0
2007-06-29,PIPIENS/RESTUANS,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,1,0
2007-06-29,RESTUANS,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,1,0
2007-06-29,PIPIENS/RESTUANS,T084,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,1,0
2007-06-29,RESTUANS,T084,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,1,0
2007-06-29,PIPIENS/RESTUANS,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,1,0
2007-06-29,PIPIENS/RESTUANS,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,1,0
2007-07-02,PIPIENS/RESTUANS,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,3,0
2007-07-02,RESTUANS,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,2,0
2007-07-02,PIPIENS/RESTUANS,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,4,0
2007-07-02,RESTUANS,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,4,0
2007-07-02,PIPIENS/RESTUANS,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,3,0
2007-07-02,PIPIENS/RESTUANS,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,2,0
2007-07-02,RESTUANS,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,2,0
2007-07-02,PIPIENS/RESTUANS,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,3,0
2007-07-02,RESTUANS,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,16,0
2007-07-02,RESTUANS,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,1,0
2007-07-02,PIPIENS/RESTUANS,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,2,0
2007-07-02,RESTUANS,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,1,0
2007-07-02,PIPIENS/RESTUANS,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,2,0
2007-07-02,RESTUANS,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,3,0
2007-07-02,PIPIENS/RESTUANS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,3,0
2007-07-02,RESTUANS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,4,0
2007-07-02,PIPIENS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,3,0
2007-07-02,PIPIENS/RESTUANS,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,2,0
2007-07-02,RESTUANS,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,1,0
2007-07-02,RESTUANS,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,1,0
2007-07-02,RESTUANS,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,2,0
2007-07-02,PIPIENS/RESTUANS,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,6,0
2007-07-02,RESTUANS,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,1,0
2007-07-02,RESTUANS,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,1,0
2007-07-02,PIPIENS/RESTUANS,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,1,0
2007-07-02,RESTUANS,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,5,0
2007-07-02,PIPIENS,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,1,0
2007-07-02,PIPIENS/RESTUANS,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,1,0
2007-07-02,PIPIENS/RESTUANS,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,2,0
2007-07-02,RESTUANS,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,11,0
2007-07-02,RESTUANS,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,2,0
2007-07-02,PIPIENS/RESTUANS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,16,0
2007-07-02,RESTUANS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,12,0
2007-07-02,SALINARIUS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,2,0
2007-07-02,PIPIENS/RESTUANS,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,1,0
2007-07-02,RESTUANS,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,1,0
2007-07-02,SALINARIUS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,1,0
2007-07-02,RESTUANS,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,1,0
2007-07-02,PIPIENS/RESTUANS,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,1,0
2007-07-02,RESTUANS,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,1,0
2007-07-02,PIPIENS/RESTUANS,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,5,0
2007-07-02,RESTUANS,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,2,0
2007-07-02,PIPIENS/RESTUANS,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,1,0
2007-07-02,PIPIENS/RESTUANS,T154,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,1,0
